"","Species","SpecCode.x","Genus.x","SpeciesRefNo","Author","PicPreferredName","FamCode","GenCode","BodyShapeI","Source","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","Vulnerability","Length","LTypeMaxM","MaxLengthRef","PriceCateg","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","UsedasBait","Aquarium","GameFish","Dangerous","Electrogenic","GoogleImage","Comments","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","SpecCode.y","Genus.y","Family","Order","Class","SuperClass","Phylum","AreaCode","StockCode","Status","FAO","Invasive","MaxLengthTL","Troph","TempPrefMin","TempPrefMean","TempPrefMax"
"462","Mobula mobular",7618,"Mobula",4442,"(Bonnaterre, 1788)","Momob_u0.jpg",719,1346,"other","R",0,0,0,1,"pelagic-neritic","WaterAssumed",86.35,520,"WD",4442,"medium",1,0,0,1,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"An epipelagic species (Ref. 6808) found over continental shelves and near oceanic islands (Ref. 6679).  Feeds on small pelagic fishes and crustaceans (Ref. 6679), by funnelling using their cephalic fins and then trapping or filtering the food through their specialised gill plates (Ref. 115943).  Ovoviviparous (Ref. 50449). Bycatch mortalities have been reported from Mediterranean fisheries - large-scale driftnets, purse seines and trawls, bottom set nets, trammel nets, longlines and even fixed traps for tuna. It is utilized for its meat as protein source (except the head) and gill plates as ingredient in Chinese medicine (Ref. 115943)",0.500500023365021,0,18,1993-03-13,14,2022-07-11,7618,"Mobula","Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes","Chordata",37,7922,"native","Mediterranean and Black Sea","No",143.910003662109,3.71000003814697,13.1,15.8,23
"463","Mola mola",1732,"Mola",6952,"(Linnaeus, 1758)","Momol_ug.jpg",450,1161,"short and / or deep","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",66.61,333,"TL",26340,"unknown",0,0,0,0,1,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"poisonous to eat","no special ability",1,"Molas are distinguished for their distinct morphological characters which include reduced/fused caudal elements, presence of a clavus in place of the caudal fin, absence of a swim bladder and a degenerate, cartilaginous skeleton (Ref. 86435).  Adults are found on slopes adjacent to deep water where they come in for shelter and for seeking cleaner fishes.  They are usually shy. However, they may become familiar with divers in some locations (Ref. 48637).  Individuals often drift at the surface while lying on its side but can swim actively and are capable of directional movements otherwise (Ref. 86435). They swim upright and close to the surface. The dorsal fin often protrudes above the water.  Females are larger than males (Ref. 86435). This species has been filmed in 480 m depth with the help of a camera equipped with baits (Lis Maclaren, pers. comm. 2005).  Adults eat fishes, mollusks, zooplankton, jellyfish, crustaceans and brittle stars (Ref. 4925, 5951, 48637).  A live colony of the cirripede <i>Lepas anatifera</i> were found attached to the anterior portion of the sunfish's esophagus that was stranded in the south coast of Terceira Island, Azores Archipelago in 2004.  This association has apparent advantages for the goose barnacles such as a regular intake of food and protection both from hydrodynamic hazards and from predators: but for the sunfish, it is not clear whether it is neutral, of advantage or causes feeding problems since the attachment may obstruct the sunfish's esophagus (Ref. 55063).  The sunfish is registered as the heaviest bony fish and as the one with the most eggs in the Guinness Book of World Records (Ref. 6472).  Generally this species is not used as food fish; some people consider it as a delicacy (Ref. 30573).  The fish can be utilized fresh and can be broiled (Ref. 9988).  Some parts of the fish are used in Chinese medicine (Ref. 12166).  Molas may contain the same toxin as puffers and porcupine fish (Ref. 13513). They do not adapt well in captivity (Ref. 12382, 37040).  Juveniles are victims of California sea lions in Monterey Bay (Ref. 37040).",0.656199991703033,0,5,1990-10-22,2237,2023-01-11,1732,"Mola","Molidae","Tetraodontiformes","Teleostei","Osteichthyes","Chordata",37,1928,"native","Mediterranean and Black Sea","No",333,3.27999997138977,5.3,10.2,20.5
"464","Molva dypterygia",1383,"Molva",1371,"(Pennant, 1784)","Modyp_u2.jpg",505,5014,"elongated","R",0,0,0,1,"demersal","WaterAssumed",75.46,155,"TL",1371,"low",0,0,0,0,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found mostly from 350-500 m depth on muddy bottoms.  Feed on crustaceans and fish (flatfishes, gobies, rocklings) (Ref. 1371).",0.625,0,5,1990-10-17,2,2008-01-04,1383,"Molva","Lotidae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,1402,"native","Mediterranean and Black Sea","No",155,4.48999977111816,2.1,6.3,14.1
"465","Molva macrophthalma",1733,"Molva",6144,"(Rafinesque, 1810)","Momac_f0.jpg",505,5014,"elongated","R",0,0,0,1,"demersal","WaterAssumed",64.8,108,"TL",41333,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs on the upper slope (Ref. 6144).  Depth range from 388-754 in the eastern Ionian Sea (Ref. 56504).",0.625,0,5,1990-10-22,2447,2018-02-22,1733,"Molva","Lotidae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,1929,"native","Mediterranean and Black Sea","No",108,4.5,10,11.2,13.3
"466","Molva molva",33,"Molva",1371,"(Linnaeus, 1758)","Momol_uc.jpg",505,5014,"elongated","R",0,0,0,1,"demersal","WaterAssumed",77.21,200,"TL",1371,"low",1,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Occurs mainly on rocky bottoms in fairly deep water (Ref. 9988).  Found more commonly from 100 to 400 m.  Feeds on fish (cod, herring, flatfish), lobsters, cephalopods and starfishes.    Principal spawning areas are Biscay, slopes west of the British Isles and off the Faeroes and southern Iceland (Ref. 35388).  Marketed fresh, dried or salted and frozen; eaten steamed, fried, broiled and baked (Ref. 9988).",0.625,0,2,1990-10-17,2,2008-01-04,33,"Molva","Lotidae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,43,"native","Mediterranean and Black Sea","No",200,4.40000009536743,4.6,7.7,11.3
"467","Monochirus hispidus",2048,"Monochirus",120290,"Rafinesque, 1814","Mohis_u1.jpg",441,4082,"short and / or deep","R",0,0,0,1,"demersal","WaterAssumed",30.06,22,"TL",120290,"very high",1,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Demersal, neritic over soft bottoms; usually between 10 and 100 m depth. Feeds on benthic organisms, A bycatch species, caught occasionally to rarely with trawls (Ref. 120290).",0.75,0,1,1991-01-03,14,2019-05-09,2048,"Monochirus","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes","Chordata",37,2244,"native","Mediterranean and Black Sea","No",22,3.46000003814697,13.3,15.7,19.4
"468","Monotaxis grandoculis",1869,"Monotaxis",2295,"(Forsskål, 1775)","Mogra_u0.jpg",328,3261,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",44,60,"TL",2295,"very high",0,1,0,1,1,0,0,0,1,0,"never/rarely","never/rarely","commercial",1,"reports of ciguatera poisoning","no special ability",1,"Found in sand and rubble areas near coral reefs.  Solitary fish are often encountered, but large adults usually form aggregations of up to about 50 individuals (Ref. 9710).  Solitary or in groups (Ref. 90102).  Benthopelagic (Ref. 58302).  Nocturnal feeders (Ref. 9710).  Feed mainly on gastropods, ophiuroids, and echinoids.  Pagurids and brachyuran crabs, polychaetes, tunicates, and holothurians are consumed in lesser quantities. Caught mainly with gillnets, traps, spears, and handlines (Ref. 2295).  Marketed fresh (Ref. 9775).  Ciguatoxic in Marshall Is. (Ref. 171).",0.75,0,2,1990-11-10,14,2019-02-22,1869,"Monotaxis","Lethrinidae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,2065,"introduced","Mediterranean and Black Sea","Yes",60,3.45000004768372,24.6,28,29.1
"469","Mora moro",1734,"Mora",1371,"(Risso, 1810)","Momor_m0.jpg",180,832,"fusiform / normal","R",0,0,0,1,"bathypelagic","WaterAssumed",68.93,80,"TL",9563,"medium",0,0,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Recorded from the upper continental slope (Ref. 9563).  Occasionally found at 50 m.  Feeds on fishes, crustaceans, mollusks and other invertebrates as well as food of terrestrial origin, including garbage.  Probably a winter and early spring spawner (Ref .  4774). Minimum depth from Ref. 106682.",1,0,5,1990-10-22,2237,2022-06-22,1734,"Mora","Moridae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,1930,"native","Mediterranean and Black Sea","No",80,3.75,3.2,5,8.9
"470","Morone saxatilis",353,"Morone",9320,"(Walbaum, 1792)","Mosax_u1.jpg",487,5103,"fusiform / normal","r",0,1,1,1,"demersal","WaterAssumed",60.64,200,"TL",86798,"medium",0,1,0,0,0,0,0,0,1,1,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"Inhabit coastal waters and are commonly found in bays but may enter rivers in the spring to spawn (Ref. 2850).  Some populations are landlocked (Ref. 7251).  Voracious and opportunistic feeder (Ref. 5951).  Larvae feed on zooplankton; juveniles take in small shrimps and other crustaceans, annelid worms, and insects (Ref. 1998, 10294); adults feed on a wide variety of fishes (alewives, herring, smelt, eels, flounders, mummichogs, rock gunnels, sand lance, silver hake and silversides (Ref. 5951)) and invertebrates (squid, crabs, sea worms and amphipods (Ref. 5951)), mainly crustaceans (Ref. 1998).  Feeding ceases shortly before spawning (Ref. 1998).  Utilized fresh and eaten broiled and baked (Ref. 9988).",0.578100025653839,0,1,1990-10-17,10,2018-05-15,353,"Morone","Moronidae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"Yes",200,4.65000009536743,1,9.3,23.5
"471","Mugil cephalus",785,"Mugil",9321,"Linnaeus, 1758","Mucep_u4.jpg",359,3595,"fusiform / normal","R",0,1,1,1,"benthopelagic","WaterAssumed",42.76,100,"SL",2804,"very high",0,0,1,1,1,1,0,1,1,1,"commercial","occasionally","never/rarely",1,"harmless","no special ability",1,"Adults are found in coastal waters (Ref. 2850, 44894, 57400), often entering estuaries and rivers (Ref. 2847, 3573, 11230, 44894, 57400), sometimes far-up-river, lagoons and hypersaline environments (Ref. 57400).  They are usually in schools over sand or mud bottom (Ref. 2850), between 0 and 10 m, occurring equally in tropical, subtropical and temperate waters (Project MUGIL).  They are mainly diurnal, feeding on detritus, micro-algae and benthic organisms (Ref. 56548, 74902, 74760).  Juveniles feed on zooplankton until about 3.0 cm SL (Ref. 59043).  Reproduction takes place at sea, at various times of the year depending on the location (Ref. 74907, Amour).  Adults form schools and migrate offshore to spawn and developing larvae migrate back inshore (Ref. 81659). There is absence of an obligatory freshwater phase in the life cycle (Ref. 74752).   Females spawn 0.8 to 2.6 million eggs which develop at sea (Ref. 74912, Chen & Su 1986).  Sexually mature at 3 to 4 years (Ref. 74902).  Maximum length reported as 120 cm SL (Ref. 7399, 57400, 81659) remains to be confirmed (Project MUGIL).  Maximum weight reported as 12 kg (Ref. 56527) seems too high for the area and remains to be confirmed (Project MUGIL).  Widely cultivated in freshwater and brackish ponds (Ref. 2847, Jackson 1984, Liao 1981).  Marketed fresh, dried, salted, and frozen; roe sold fresh or smoked (Ref. 9321); also used in Chinese medicine (Ref. 12166).",0.5,0,5,1990-10-17,1307,2020-12-17,785,"Mugil","Mugilidae","Mugiliformes","Teleostei","Osteichthyes","Chordata",37,801,"native","Mediterranean and Black Sea","No",122,2.48000001907349,11.3,23.2,27.9
"472","Mullus barbatus",790,"Mullus",7313,"Linnaeus, 1758","Mubar_u2.jpg",332,2801,"fusiform / normal","R",2,0,0,1,"demersal","WaterAssumed",34.36,38.2000007629395,"TL",88921,"medium",1,0,0,1,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Found on  gravel, sand and mud bottoms of the continental shelf.  Depth range from 10-300 m (Ref. 07313) and up to depth of 328 in the eastern Ionian Sea (Ref. 56504).  Feeds on small benthic crustaceans, worms and mollusks (Ref. 4845).  Marketed mainly fresh (Ref. 9987).",0.5625,0,5,1990-10-17,303,2020-11-10,790,"Mullus","Mullidae","Mulliformes","Teleostei","Osteichthyes","Chordata",37,806,"native","Mediterranean and Black Sea","No",38.2000007629395,3.14000010490417,13.1,14.2,15.9
"473","Mullus surmuletus",1327,"Mullus",7313,"Linnaeus, 1758","Musur_u3.jpg",332,2801,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",41.64,40,"SL",3397,"very high",1,1,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Adults occur on broken and rough grounds but also found over sand and soft bottoms at depths less than 100 m.  Depth range from 5-60 m (Ref. 07313) and from 305-409 m in the eastern Ionian Sea (Ref. 56504).  Feed on benthic organisms such as shrimps and amphipods, polychaetes, mollusks, and benthic fishes.  Spawning occurs from May to July, eggs and larvae are pelagic (Ref. 4845).  Marketed fresh and frozen for steaming, pan-frying, broiling and baking (Ref. 9988).",0.5625,0,2,1990-10-17,2,2012-11-21,1327,"Mullus","Mullidae","Mulliformes","Teleostei","Osteichthyes","Chordata",37,1345,"native","Mediterranean and Black Sea","No",48.7999992370605,3.45000004768372,7,10.2,16.1
"474","Muraena helena",1729,"Muraena",4450,"Linnaeus, 1758","Muhel_ue.jpg",56,2155,"eel-like","R",0,0,0,1,"reef-associated","WaterAssumed",79.49,150,"TL",12382,"low",0,0,0,1,1,0,0,0,1,1,"never/rarely","never/rarely","public aquariums",0,"traumatogenic","no special ability",1,"A nocturnal and territorial species (Ref. 12382), commonly lurking in holes, and writhing snakelike through crevices, under rocks or corals.  Feeds on fish, crabs and squid (Ref. 12382).  It seldom attacks unless provoked (Ref. 3256).  A gonochoristic species (Ref. 32169).  Utilized fresh and eaten broiled, boiled and baked; the skin can be used for leather (Ref. 9987).",0.500999987125397,0,5,1990-10-22,2,2015-01-13,1729,"Muraena","Muraenidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,1925,"native","Mediterranean and Black Sea","No",150,4.17999982833862,13.1,14.4,16.2
"475","Muraenesox cinereus",298,"Muraenesox",559,"(Forsskål, 1775)","Mucin_u3.jpg",504,3161,"fusiform / normal","O",0,1,1,1,"demersal","WaterAssumed",61.77,220,"TL",559,"very high",0,1,0,1,0,1,0,0,1,1,"commercial","occasionally","never/rarely",1,"harmless","no special ability",1,"Occurs from the littoral zone to the upper bathy-benthic region (Ref. 9942, 11230).  Inhabits soft bottoms (Ref. 11230), also found in estuaries.  Sometimes enters freshwater environment (Ref. 9987).  Feeds on small bottom fishes and crustaceans.  Captured and cultured for fishery in Japan.  Marketed mainly fresh (Ref. 7238).  Also used as bait for shark fishing (Ref. 2872).  Also caught by bag (dol) nets.  Used in Chinese medicine (Ref. 12166).",0.625,0,1,1990-10-17,65,2021-07-22,298,"Muraenesox","Muraenesocidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,312,"introduced","Mediterranean and Black Sea","Yes",220,4.38000011444092,11.6,17.4,23.2
"476","Mustelus asterias",5938,"Mustelus",244,"Cloquet, 1819","Muast_u2.jpg",488,6505,"elongated","R",0,0,0,1,"demersal","WaterAssumed",69.95,140,"TL",244,"medium",0,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","Electrosensing only",1,"A common inshore and offshore shark found on the continental and insular shelves from the intertidal down to at least 100 m.  Prefers sandy and gravelly bottom.  Feeds primarily on crustaceans (crabs, hermit crabs, lobsters and slipper lobsters).  Ovoviviparous (aplacental), with 7 to 15 young per litter.  Size at birth about 30 cm.  Utilized fresh and dried salted.",0.5,0,23,1992-06-15,303,2022-01-18,5938,"Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes","Chordata",37,6247,"native","Mediterranean and Black Sea","No",140,3.61999988555908,7,10.1,16.2
"477","Mustelus mustelus",4996,"Mustelus",244,"(Linnaeus, 1758)","Mumus_u3.jpg",488,6505,"elongated","R",0,0,0,1,"demersal","WaterAssumed",73.58,200,"TL",27000,"medium",0,1,0,1,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",1,"harmless","Electrosensing only",1,"Found on the continental shelves and uppermost slopes, from the intertidal region to at least 350 m depth (Ref. 244). Collected to depth of 624 m in the eastern Ionian Sea (Ref. 56504).  Sometimes in midwater but prefers to swim near the bottom (Ref. 244).  Feeds mainly on crustaceans, but also cephalopods and bony fishes (Ref. 244).  Viviparous, with a yolk-sac placenta (Ref. 244).  Taken by shore and ski-boat anglers (Ref. 5578).  Utilized for human consumption, oil, and fishmeal (Ref. 244).  Sexual maturity is reached at a length of 70-80 cm (Ref. 35388).",0.5,0,23,1992-06-15,949,2006-05-11,4996,"Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes","Chordata",37,5231,"native","Mediterranean and Black Sea","No",200,4.26000022888184,9.8,15.3,27.3
"478","Mustelus punctulatus",5936,"Mustelus",244,"Risso, 1827","Mupun_u0.gif",488,6505,"elongated","R",0,0,0,1,"demersal","WaterAssumed",51.06,190,"TL",NA,"medium",1,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","Electrosensing only",1,"An inshore, continental bottom-dwelling shark.  Probably a crustacean feeder.  Presumably viviparous.",0.5,0,23,1992-06-15,3,2000-03-25,5936,"Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes","Chordata",37,6245,"native","Mediterranean and Black Sea","No",190,3.8199999332428,15.3,18.8,21.6
"479","Mycteroperca fusca",9391,"Mycteroperca",5222,"(Lowe, 1838)","Myfus_u2.jpg",798,4738,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",52,80,"TL",5222,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Adults occur near the bottom in rocky areas; juveniles are found in tide pools (Ref. 89707).  Two specimens collected from the Cape Verde by J. Cadenat were from a depth of '50' m.",0.5,0,14,1994-04-15,1,2015-09-14,9391,"Mycteroperca","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,9714,"native","Mediterranean and Black Sea","Yes",80,4.28000020980835,16.7,19.9,25.3
"480","Mycteroperca rubra",1214,"Mycteroperca",5222,"(Bloch, 1793)","Myrub_u7.jpg",798,4738,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",67.26,144,"TL",40637,"high",0,0,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs over rocky and sandy bottoms; young individuals very common in mangrove-lined lagoons.  Feeds on mollusks (presumably cephalopods) and small fishes (Ref. 89707).  Marketed fresh.",0.5,0,2,1990-10-17,303,2014-04-09,1214,"Mycteroperca","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,1230,"native","Mediterranean and Black Sea","No",144,4.13000011444092,15.3,19.4,27.4
"481","Myctophum punctatum",1328,"Myctophum",4479,"Rafinesque, 1810","Mypun_u6.jpg",167,2381,"elongated","R",0,0,0,1,"bathypelagic","WaterAssumed",32.31,11,"SL",35388,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"High-oceanic, mesopelagic (Ref. 4479).  Nyctoepipelagic at the surface and down to 125 m and found between 225-750 m during the day (Ref. 4479).  Feeds on copepods, euphausiids, zoea stages of <i>Brachyura</i> and fish fry (Ref. 4775).  Sexually mature when 5 cm long.  Female produces 8-900 eggs (Ref. 35388).",0.5,0,2,1990-10-17,303,2014-10-28,1328,"Myctophum","Myctophidae","Myctophiformes","Teleostei","Osteichthyes","Chordata",37,1346,"native","Mediterranean and Black Sea","No",13.4200000762939,3.39000010490417,3.4,7.9,14.6
"482","Myliobatis aquila",4330,"Myliobatis",4440,"(Linnaeus, 1758)","Myaqu_u2.jpg",22,9817,"other","R",0,0,1,1,"benthopelagic","WaterAssumed",82.5,183,"WD",4440,"high",1,1,0,0,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Found in shallow lagoons (Ref. 3965), bays and estuaries; also offshore down to at least 95 m (Ref. 5578).  Often found in groups (Ref. 5578).  Feeds on benthic crustaceans, mollusks and fish.  Ovoviviparous (Ref. 50449).  Gestation period of 6-8 months, the females give birth to 3-7 young (Ref. 35388).  Caught by shore and ski-boat anglers, usually released after capture (Ref. 5578).  Flesh is highly esteemed (Ref. 3965).",0.500199973583221,0,2,1991-05-31,2,2015-03-23,4330,"Myliobatis","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes","Chordata",37,4518,"native","Mediterranean and Black Sea","No",137.5,3.60999989509583,11.7,15.2,19.8
"483","Mystriophis crosnieri",9091,"Mystriophis",4455,"Blache, 1971","Mycro_u0.gif",66,7710,"eel-like","R",0,0,0,1,"demersal","WaterAssumed",58.6,96.5,"TL",4455,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Burrows in sand or mud near the edge of the continental shelf (Ref. 4455).",0.75,0,3,1994-03-06,18,1996-02-08,9091,"Mystriophis","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,9412,"native","Mediterranean and Black Sea","No",96.5,3.5,13.4,15.3,17.7
"484","Myxine glutinosa",2513,"Myxine",31276,"Linnaeus, 1758","Myglu_u0.jpg",2,674,"eel-like","R",0,0,0,1,"benthopelagic","WaterAssumed",51.44,95,"TL",119696,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Benthic with reported depths to 782 off Greenland; 960 m in Northwestern Atlantic; and 1,100 m off Norway (Ref. 119696). Found on muddy bottoms where they hide in the mud.  Slime is used for defense.  Feeds chiefly on dead and dying fish of varying species by boring into the body and consuming viscera and musculature.  Chiefly nocturnal.  Its eggs are few in number about 19-30 and large (20-25 mm), the horny shell has a cluster of anchor-tipped filaments at each end.",0.5,0,1,1991-05-01,564,2022-02-22,2513,"Myxine","Myxinidae","Myxiniformes","Myxini","Agnatha","Chordata",37,2709,"native","Mediterranean and Black Sea","No",95,3.44000005722046,1,5.3,10.2
"485","Nansenia iberica",57320,"Nansenia",36163,"Matallanas, 1985",NA,521,6012,"elongated","O",0,0,0,1,"bathypelagic","WaterAssumed",20.5,NA,NA,36163,"unknown",0,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Also mesopelagic.  Three specimens known (2 females, 1 damaged) (Ref. 36163).",0.5,0,303,2000-10-07,NA,2002-02-08,57320,"Nansenia","Microstomatidae","Argentiniformes","Teleostei","Osteichthyes","Chordata",37,46926,"endemic","Mediterranean and Black Sea","No",30.5,3.34999990463257,NA,NA,NA
"486","Nansenia oblita",1738,"Nansenia",4458,"(Facciolà, 1887)","Naobl_u2.gif",521,6012,"elongated","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",11.96,18,"SL",4458,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Spawns during winter in the Mediterranean.",0.5,0,5,1990-10-23,18,2008-09-22,1738,"Nansenia","Microstomatidae","Argentiniformes","Teleostei","Osteichthyes","Chordata",37,1934,"native","Mediterranean and Black Sea","No",21.9599990844727,3.21000003814697,10.4,13.5,14.2
"487","Naucrates ductor",998,"Naucrates",7097,"(Linnaeus, 1758)","Naduc_u1.jpg",314,5585,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",48,70,"TL",5288,"medium",0,1,0,0,0,0,0,0,1,0,"never/rarely","never/rarely","public aquariums",1,"harmless","no special ability",1,"Oceanic species with a semi-obligate commensal relationship with sharks, rays, other bony fishes and turtles (Ref. 5217).  Young are usually associated with jellyfish and drifting seaweed (Ref. 2850, 9563).  Feed on scraps of host's left over, parasites and excrement; also on small fishes and invertebrates (Ref. 5288).  Eggs are pelagic (Ref. 4233).  Marketed fresh and salted or dried (Ref. 9283).  Captured at the surface using hand nets (Ref. 26165).",1,0,5,1990-10-17,2291,2015-04-29,998,"Naucrates","Carangidae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,1014,"native","Mediterranean and Black Sea","No",70,3.41000008583069,7.9,20.9,28.1
"488","Nemichthys scolopaceus",2660,"Nemichthys",7450,"Richardson, 1848","Nesco_u3.jpg",52,1761,"eel-like","R",0,0,0,1,"bathypelagic","WaterAssumed",50.54,130,"TL",35388,"unknown",0,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occur in midwater, usually below 400 m and occasionally in shallow water in the northern part of its range.  Feed on crustaceans while swimming with its mouth open (Ref. 5377).  Mesopelagic (Ref. 58302) and bathypelagic (Ref. 58426).  Oviparous, with planktonic leptocephali (Ref. 32364).  Degenerative changes in males and females suggest semelparity (Ref. 32364).  Minimum depth from Ref. 58302.",0.626999974250793,0,1,1991-05-01,949,2016-06-23,2660,"Nemichthys","Nemichthyidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,2856,"native","Mediterranean and Black Sea","No",130,3.4300000667572,4.3,10.2,21.1
"489","Nemipterus japonicus",4559,"Nemipterus",3810,"(Bloch, 1791)","Nejap_u8.jpg",324,1316,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",20.71,34,"TL",124816,"high",0,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Very abundant in coastal waters, found on mud or sand bottoms, usually in schools.  Feeds mainly on small fishes, crustaceans, mollusks (mainly cephalopods), polychaetes and echinoderms.  Marketed mainly fresh, but also frozen, steamed, dried-salted, dry-smoked, fermented or made into fish balls and fish meal.",0.5,0,23,1992-06-15,65,2022-03-08,4559,"Nemipterus","Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,4744,"introduced","Mediterranean and Black Sea","No",34,4.11999988555908,24.7,28.4,29.2
"490","Nemipterus randalli",5852,"Nemipterus",3810,"Russell, 1986","Neran_u0.jpg",324,1316,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",36.57,27,"TL",124816,"high",0,0,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Benthic on sand or mud bottoms (Ref. 30573).  No major fishery exists, but a large population is believed to occur in the Persian Gulf.  Minimum depth reported taken from Ref. 127989.",0.5,0,23,1992-06-15,2762,2023-01-11,5852,"Nemipterus","Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,6161,"introduced","Mediterranean and Black Sea","Yes",27,3.83999991416931,15.0635,21.42,24.7625
"491","Nerophis lumbriciformis",7629,"Nerophis",4509,"(Jenyns, 1835)","Nelum_u1.jpg",258,1104,"eel-like","R",0,0,0,1,"demersal","WaterAssumed",28.75,15,"TL",6733,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely",NA,0,"harmless","no special ability",1,"Intertidal to about 30 m (Ref. 6733), among rocks or holdfasts and lower branches of algae (Ref. 4509).  Spawn in the summer months.  Become sexually mature at an age of 2 years.  Feed on small crustaceans and fish fry (Ref. 35388).  Larvae are attached to the ventral surface of the males (Ref. 42359).  Ovoviviparous (Ref. 205).  Parental care is exclusively paternal (Ref. 42359).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).",0.625,0,18,1993-03-16,949,2007-05-28,7629,"Nerophis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes","Chordata",37,7937,"native","Mediterranean and Black Sea","No",17,4.03000020980835,9.4,11,16
